modelNumber,idNumber,Rating
X552EA-DH41,"['newEgg', 699L]",1
X540LA-SI30205P,"['bestbuy', 921L]",1
"Lenovo Thinkpad X1 Carbon 2 2nd Generation - Core i7 4600U, 256GB SSD, 8GB RAM, Windows 7 Professional, Integrated WWAN card (Sierra Wireless). Wifi AC - 20A8S0SA00","['amazon', 524L]",1
"Lenovo ThinkPad T470s 20JS0018US 14"" LCD Notebook - Intel Core i5 (6th Gen) i5-6300U Dual-core (2 Core) 2.40 GHz - 4 GB DDR4 SDRAM - 180 GB SSD - Windows 7 Professional 64-bit (English) upgradable ...","['newEgg', 1317L]",1
MLMN2LL/A,"['amazon', 72L]",1
"DELL Laptop Latitude 3580 (6FC0D) Intel Core i3 6th Gen 6006U (2.00 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 520 15.6"" Windows 10 Pro 64-Bit","['newEgg', 2500L]",1
ISTR28207,"['bestbuy', 638L]",1
"HP EliteBook 8470p Laptop Computer,Intel Core i7-3520M (3rd Gen), 2.90Ghz, 500 GB Hard Drive, wifi, DVDRW, Webcam, ATI Dedicated Video Card 1GB, 4x USB Ports, Display Port, Windows 7 Pro","['amazon', 583L]",1
LEN-80XL02MRCF,"['staples', 3L]",1
ISTR28208,"['bestbuy', 1312L]",1
MD760LL/B,"['amazon', 278L]",1
NEW 2016 7 inch 789 PC MID Android 5.0 Notebook WM8880 Dual Core 1.5GHz WVGA Screen 8GB ROM Camera WiFi Ethernet HDMI - Red,"['amazon', 311L, 'amazon', 919L, 'amazon', 957L]",2
20F9003AUS,"['amazon', 167L]",1
"Brizo 17"" Laptop Messenger","['walmart', 189L]",1
"Refurbished Dell Latitude E6440 14.0"" Intel Core i5-4300M 2.6GHz 4GB DDR3 120GB SSD DVD Windows 10 Professional 64 Bits 1 Year Warranty","['newEgg', 2432L]",1
NX.VCVAA.005,"['bestbuy', 1065L]",1
FX502VM-AS73,"['amazon', 87L]",1
"HP ZBook 15 G3 15.6"" Mobile Workstation - Intel Core i7 i7-6820HQ Quad-core (4 Core) 2.70 GHz","['newEgg', 513L]",1
TP500LA-US51T,"['newEgg', 2026L]",1
"Lenovo ThinkPad X260 20F6006HUS 12.5\"" Ultrabook - Intel Core i5 (6th Gen) i5-6300U Dual-core (2 Core) 2.40 GHz - Black","['newEgg', 2070L]",1
SF314-51-31N1,"['amazon', 15L]",1
Flip-X5,"['snapdeal', 31L]",1
NX.GCUAA.001,"['amazon', 354L]",1
"Lenovo ThinkPad P50s 20FL000MUS 15.6\"" (In-plane Switching (IPS) Technology) Mobile Workstation - Intel Core i7 (6th Gen) i7-6500U Dual-core (2 Core) 2.50 GHz - Black","['newEgg', 801L]",1
Lenovo Thinkpad W530 i7 3920xm Custom Type 2436-CTO Extreme!!!,"['amazon', 438L]",1
UX370UA-XB74T-BL,"['bestbuy', 98L]",1
"HP OMEN 15 UHD 4K Gaming Laptop (Intel i7 Quad Core, 4TB SSD, 15.6 inch UHD 3840 x 2160, 32GB RAM, GeForce GTX 960M, Win 10)","['newEgg', 2516L]",1
C100PA-DB02,"['bestbuy', 230L, 'amazon', 53L, 'staples', 59L, 'source', 80L]",3
S5-N150RD-96,"['bestbuy', 781L]",1
PT274C-00S004,"['source', 119L]",1
ZA260037CACA,"['bestbuy', 1411L]",1
C201PA-DS02,"['amazon', 1L]",1
DELL 15.6'' I5-5200U 4GB/1TB/DVD/WIN10,"['newEgg', 457L]",1
ES1-531-C5K5,"['bestbuy', 421L]",1
"Dell Inspiron 11 3000 3162 11.6"" 16:9 Netbook - 1366 x 768 - Intel Celeron N3060 Dual-core (2 Core) 1.60 GHz - 4 GB DDR3L SDRAM - 32 GB Flash Memory Capacity - Bali Blue - English (US) Keyboard -","['newEgg', 108L]",1
R751T-C8HR,"['bestbuy', 789L]",1
K200MA-DS01T,"['newEgg', 585L]",1
255 G5 (W0S60UT#ABA),"['newEgg', 94L]",1
"Lenovo IdeaPad Y40 Laptop 59416784 Black 4th Generation Intel Core i7-4500U (1.80GHz 1600MHz 4MB) 8 GB Memory,8 GB SSD, 1 TB HDD,1920 x 1080","['newEgg', 2503L]",1
NX.GNPAA.011,"['amazon', 26L]",1
PT263C-0RK05J,"['source', 194L]",1
Asus NB K556UA-Q32K-CB 15.6 i3-7100U 6G 1TB Intel HD W10 Retail,"['newEgg', 196L, 'newEgg', 498L]",2
90NL0072-M01920,"['newEgg', 327L]",1
M5510,"['newEgg', 73L]",1
MPXX2LL/A,"['bestbuy', 323L]",1
"DELL 15"" I7 72820H 8GB 256GB","['newEgg', 291L]",1
430 G3 (W0S47UT),"['newEgg', 239L]",1
MJLQ2HN/A,"['flipkart', 52L]",1
PRECISION 7710 I7-6820 17 8GB,"['newEgg', 270L]",1
17-AE008CA,"['bestbuy', 215L]",1
C731-C8LF-CA,"['bestbuy', 822L]",1
"Refurbished Dell Latitude E6420 14.0"" Intel Core i5-2410M 2.3GHz 4GB DDR3 250GB DVD Windows 10 Professional 64 Bits 1 Year Warranty","['newEgg', 2431L, 'newEgg', 2437L]",2
i7559-763BLK,"['amazon', 196L]",1
80SM01KEIH,"['snapdeal', 60L]",1
i3567-5185BLK-PUS,"['amazon', 330L]",1
"HIDevolution ASUS ROG Strix GL703VD-WB71-HID9 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 17.3"" Ultimate Gaming Laptop (PCIE 512G+1T SSHD/32G RAM/FHD/7700HQ/1050)","['amazon', 1190L]",1
T430I5,"['source', 197L]",1
"HP elitebook 2560p: Intel Core i5 2520m 2.5G / 4G DDR3 RAM / 320G Hard Drive / Webcam / WIFI / DVDRW / 12.5"" / Display Port / Bluetooth / Windows 7 pro","['amazon', 706L]",1
15-BC008TX,"['snapdeal', 64L]",1
"HIDevolution ASUS ROG Strix GL703VD-WB71-HID2 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 17.3"" Ultimate Gaming Laptop (PCIE 128G+1T SSHD/16G RAM/FHD/7700HQ/1050)","['amazon', 1186L, 'amazon', 1223L]",2
80XL000FUS,"['source', 198L]",1
LT666,"['snapdeal', 114L]",1
1030EB CM5/1.1 13.3 8GB 128GB W10P SBY,"['newEgg', 681L]",1
X441UA-SB51-CB,"['staples', 39L]",1
Y9G29UT#ABA,"['amazon', 437L]",1
15 AY053TX,"['snapdeal', 82L]",1
"ThinkPad Bilingual Laptop T Series T460 (20FN002SCA) Intel Core i5 6200U (2.30 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 520 14.0""  Windows 7 Professional 64-Bit / Windows 10 Pro Downgrade","['newEgg', 2476L]",1
"HP 250 G3 15.6"" Touchscreen LED (BrightView) Notebook - Intel Core i3 i3-3217U 1.80 GHz","['newEgg', 985L]",1
MNYK2LL/A,"['bestbuy', 194L]",1
X556UQ-DB51-CA,"['bestbuy', 313L, 'staples', 150L]",3
"Dell Latitude E7450 Laptop,14""Scr,Intel Core i5-5th Gen,8GB RAM,128 SSD,Win10 P!","['amazon', 1213L]",1
"Acer Aspire E5-523-99MC 15.6"" LCD 16:9 Notebook - 1366 x 768 - AMD A-Series A9-9410 Dual-core (2 Core) 2.90 GHz - 8 GB DDR4 SDRAM - 1 TB HDD - Windows 10 Home 64-bit - DVD-Writer - AMD DDR4 SDRAM","['newEgg', 123L]",1
80QH009VCF,"['staples', 19L, 'source', 185L]",3
X751NA-DS21Q,"['bestbuy', 999L, 'amazon', 64L, 'newEgg', 70L]",3
"MSI GT73VR Titan Pro (VR Ready) Premium 17.3'' Gaming Laptop PC ( Intel i7 Quad Core, 48GB RAM, 4TB SSD, 17.3"" G-Sync FHD 1920 x 1080 Display, NVIDIA GeForce GTX 1080, Win 10)","['newEgg', 2515L]",1
HP SMART BUY ELITEBOOK 820 G4,"['newEgg', 910L]",1
"HP Pavilion 17t Touch 17.3'' Premium Gaming and Business Laptop (Intel i7, 17.3 inch Full HD 1920x1080 Touch, 32GB Memory, 2TB HDD + 512GB SSD, Win10 Pro)","['newEgg', 483L]",1
15-BE010TU,"['flipkart', 0L]",1
GL502VM-DB74,"['staples', 278L]",1
"DELL Laptop Latitude E6420 Intel Core i5 2.50 GHz 4GB Memory, 120GB SSD Solid State Drive, 14.0"" Windows 7 Professional DVD-ROM, VGA, HDMI, RJ-45, 3x USB Business Notebook","['amazon', 831L, 'amazon', 980L]",2
MNYH2C/A,"['bestbuy', 625L]",1
AY015TU,"['snapdeal', 178L]",1
MNYJ2C/A,"['bestbuy', 902L]",1
DAHD28402,"['bestbuy', 933L]",1
LENOVO TOPSELLER THINKPAD X260,"['newEgg', 799L]",1
MLHC2C/A,"['staples', 405L]",1
NX.VBSAA.001,"['bestbuy', 633L]",1
"Acer Aspire R3-131T-P54U 11.6"" Touchscreen LED Notebook - Intel Pentium N3710 Quad-core (4 Core) 1.60 GHz","['newEgg', 485L]",1
"Dell Latitude 5000 5480 14"" LCD Notebook - Intel Core i5 (7th Gen) i5-7440HQ Quad-core (4 Core) 2.80 GHz - 8 GB DDR4 SDRAM - 500 GB HDD - Windows 10 Pro 64-bit (English/French/Spanish) - 1920 x 1","['newEgg', 998L]",1
"Apple MacBook Pro 13"", 2.3 GHz Intel Core i5, 256 GB SSD, 8 GB LPDDR3, MacOS Sierra","['staples', 234L, 'staples', 277L, 'staples', 394L, 'staples', 399L]",2
"ASUS ROG Strix GL753VE Premium 17.3'' Business and Gaming Laptop PC ( Intel i7 Quad Core, 16GB RAM, 4TB SSD, 17.3 Inch FHD (1920X1080), NVIDIA GeForce 1050Ti, DVD Burner, WiFi, Win 10)","['newEgg', 465L]",1
1GE44UT#ABA,"['amazon', 792L, 'newEgg', 494L, 'newEgg', 672L]",3
14-AX010CA,"['bestbuy', 70L, 'bestbuy', 96L, 'staples', 21L, 'source', 6L]",3
Inspiron 3567,"['snapdeal', 1L, 'snapdeal', 14L]",2
MC721LL/A,"['newEgg', 2263L]",1
NX.VBAAA.001,"['amazon', 1135L]",1
NX.VBAAA.003,"['bestbuy', 482L, 'bestbuy', 772L]",2
WS60 7RJ-680CA,"['bestbuy', 837L, 'bestbuy', 885L]",2
UX310UA-RB52,"['newEgg', 43L]",1
E5-575-500U,"['source', 54L]",1
"Lenovo ThinkPad E470 20H1005AUS 14"" LCD Notebook - Intel Core i5 (7th Gen) i5-7200U Dual-core (2 Core) 2.50 GHz - 4 GB DDR4 SDRAM - 180 GB SSD - Windows 10 Pro 64-bit (English) - 1366 x 768 - Black","['newEgg', 609L]",1
80VF00FQUS,"['bestbuy', 434L]",1
C740-C32M-CA CHROME OS ICP 3205U 4G 16G,"['newEgg', 521L]",1
RZ09-01963E32-R3U1,"['newEgg', 26L]",1
PT15BC-004012,"['amazon', 315L]",1
"Lenovo ThinkPad T510 - 15.6"" - Core i5 520M - 8 GB RAM - 500 GB HDD DVDRW Win 10 PRO MAR LOADED","['newEgg', 2004L, 'newEgg', 2097L, 'newEgg', 2351L]",2
1K3T4,"['bestbuy', 1606L]",1
17-AN008CA,"['bestbuy', 133L]",1
G752VS-RB71,"['bestbuy', 144L]",1
80SV001SIH,"['snapdeal', 89L]",1
20FN002JUS,"['source', 171L]",1
PT385C-04C00D,"['source', 120L]",1
FLEX360M,"['staples', 23L]",1
"HP EliteBook 820 G4 - 12.5"" - Core i5 7200U - 8 GB RAM - 256 GB SSD","['newEgg', 1206L]",1
RVD400-M22280-256G,"['amazon', 464L]",1
MNYM2LL/A,"['bestbuy', 222L]",1
GT73VR 7RE494CA,"['staples', 183L]",1
15-CD007CA,"['staples', 8L]",1
VN7-792G-797V,"['amazon', 111L]",1
X541UA-DM883D,"['flipkart', 268L]",1
UX360CA-UBM1T,"['amazon', 358L]",1
T4M34UTABA,"['bestbuy', 1033L]",1
GL702VS-RS71-CB,"['bestbuy', 159L, 'bestbuy', 295L]",2
Nintendo Entertainment System NES Classic Edition,"['amazon', 13L]",1
"Lenovo ThinkPad X220  - 12.5"" - Intel Core I7 2620m @ 2.70ghz
 - 8 GB RAM - 500 GB HDD - Win 10 Pro - 90 Day Warranty- MAR Loaded","['newEgg', 1864L, 'newEgg', 1988L, 'newEgg', 2201L]",2
NX.G55AA.005,"['bestbuy', 470L]",1
NX.G55AA.005;C738T-C44Z,"['amazon', 598L]",1
T100TAM-DH147CA,"['staples', 127L]",1
G50-45 (80E3022BIH),"['snapdeal', 117L]",1
15-au623tx,"['flipkart', 25L]",1
"Ashlin Leather iSMART-III Laptop Case Top Handle Bag, Bronze","['walmart', 9L, 'walmart', 121L]",2
JYDM0,"['newEgg', 67L]",1
HP ULTRABOOKS 9470M,"['bestbuy', 20L, 'bestbuy', 109L, 'bestbuy', 134L]",2
X502CA-RB01,"['newEgg', 683L]",1
"HP EliteBook x360 1030 G2 Notebook 2-in-1 Convertible Laptop PC (7th Gen Intel i7 Kaby Lake Processor, 16GB RAM, 256GB SSD, 13.3 inch Full HD (1920x1080) Touchscreen, Win10 Pro, Thunderbolt) Silver","['newEgg', 854L]",1
X541UA-DM1233T,"['flipkart', 346L]",1
"DELL Laptop Latitude 7470 (LATE74704806BLK) Intel Core i5 6300U (2.40 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 14.0\"" Windows 7 Professional 64-Bit (Includes Windows 10 Pro License)","['newEgg', 689L, 'newEgg', 1168L, 'newEgg', 2079L, 'newEgg', 2301L, 'newEgg', 2412L]",2
RZ09-01962E52-R3U1,"['amazon', 4L, 'newEgg', 16L]",3
650PB I5-7300U 8GB 500GB W10P,"['newEgg', 592L]",1
FX553VD-DM628,"['flipkart', 253L]",1
W0S99UT#ABA,"['amazon', 757L]",1
MSI-GT73VR-1070-16,"['newEgg', 734L]",1
"HP EliteBook 820 G4 - 12.5"" - Core i5 7300U - 8 GB RAM - 256 GB SSD","['newEgg', 300L]",1
20H8000HUS,"['bestbuy', 131L]",1
80TJ00LRUS,"['bestbuy', 49L]",1
M1V81UA#ABL,"['staples', 71L]",1
MSI-GT73VR-1070-13,"['newEgg', 621L]",1
X555QA-BH10-CB,"['bestbuy', 178L]",1
PS575C-14V03E,"['newEgg', 909L, 'newEgg', 1224L]",2
HP-2 in 1-15.6-i7-16GB,"['amazon', 207L]",1
E5-572G,"['snapdeal', 139L]",1
Asus NB K556UQ-Q52P-CB 15.6 i5-7200U 8G 1TB GeForce 940MX W10 Retail,"['newEgg', 1038L, 'newEgg', 1221L]",2
X541UA-GO1345D,"['flipkart', 86L, 'flipkart', 283L]",2
NB-LE-80SF001EUS,"['source', 91L]",1
T4M32UT#ABA,"['amazon', 414L]",1
MC516LL/A,"['amazon', 136L, 'newEgg', 2131L]",3
DAHD28883,"['bestbuy', 1446L]",1
NX.VDKAA.009,"['bestbuy', 1315L]",1
"Lenovo ThinkPad T400 Core2Duo 2.26GHz, 3G DDR3, 160G, DVDRW, WIFI, 14""W, Windows 7 Home","['amazon', 366L]",1
"HP 15-BA009dx 15.6"" Laptop (AMD A6-7310 Accelerated Processor, 4GB Memory, 500GB Hard Drive, SuperMulti DVD/CD Drive, Windows 10, Black)","['newEgg', 2478L]",1
ISTR28247,"['bestbuy', 1141L]",1
80SF0001US,"['amazon', 47L]",1
AF006AX,"['snapdeal', 159L]",1
DAHD29023,"['bestbuy', 1339L]",1
PROBOOK 8570P,"['staples', 82L]",1
15-bg003AU,"['flipkart', 26L]",1
"ASUS ROG Strix GL702VM (VR Ready) Premium 17.3'' Business and Gaming Laptop PC ( Intel i7 Quad Core, 16GB RAM, 1TB HDD + 512GB SSD, 17.3 Inch FHD (1920X1080) G-SYNC, NVIDIA GeForce 1060, Win 10)","['newEgg', 1460L]",1
ES1-533-C4L2,"['bestbuy', 23L]",1
A1466,"['snapdeal', 79L, 'flipkart', 225L, 'flipkart', 257L]",3
K556UA-Q32K-CB,"['bestbuy', 644L]",1
80XB0008US,"['source', 98L]",1
NX.G14AA.003;C810-T78Y,"['amazon', 655L]",1
NX.VBRAA.004,"['bestbuy', 1507L]",1
DAHD25762,"['bestbuy', 1327L]",1
"HP 15.6"" 450PBG3 I56200U 256GB 8G","['newEgg', 1058L]",1
DAHD28902,"['bestbuy', 1489L]",1
E402SA-BB91-CB,"['bestbuy', 262L]",1
DAHD25764,"['bestbuy', 724L]",1
DAHD25765,"['bestbuy', 665L]",1
C740-C4PE,"['amazon', 369L]",1
"Acer Predator 17 G9-791-707M 17.3"" LED (In-plane Switching (IPS) Technology) Notebook - Intel Core i7 i7-6700HQ 2.60 GHz","['newEgg', 275L]",1
"Everki Versa Premium Backpack - 14.1in, Black","['walmart', 109L]",1
"CUK Asus 15-inch Gaming Laptop (i7-7700HQ, 16GB RAM, Intel 512GB SSD NVMe + 1TB HDD, NVIDIA GTX 1060 3GB, 15.6"" FHD, Windows 10) - 2017 HTC Vive Compatible Notebook Computer for Gamers","['amazon', 399L, 'amazon', 994L]",2
GX-791-758V,"['amazon', 813L]",1
"Lenovo Laptop T420 Intel Core i5 2520M (2.50 GHz) 8 GB Memory 512 GB SSD 14.0"" Windows 7 Professional 64-Bit","['newEgg', 2435L]",1
W0S53UT#ABA,"['newEgg', 163L]",1
"Lenovo ThinkPad Yoga 370 20JH0023US 13.3"" Touchscreen LCD 2 in 1 Notebook - Intel Core i5 (7th Gen) i5-7200U Dual-core (2 Core) 2.50 GHz - 4 GB DDR4 SDRAM - 128 GB SSD - Windows 10 Pro 64-bit (Engl...","['newEgg', 649L]",1
F556UA-AB54,"['amazon', 230L]",1
GP72 6QF-284CA,"['staples', 66L]",1
"Apple MB991LL/A 2.53GHz MacBook Pro 13.3\""","['amazon', 415L]",1
NX.GM9AA.001,"['bestbuy', 832L]",1
XPS9360-7697SLV-PUS,"['bestbuy', 1371L]",1
"Lenovo ThinkPad P50 20EN002JUS 15.6"" (In-plane Switching (IPS) Technology) Notebook - Intel Core i7 i7-6700HQ Quad-core (4 Core) 2.60 GHz","['newEgg', 507L, 'newEgg', 1625L, 'newEgg', 1637L]",2
DAG-00004,"['bestbuy', 602L]",1
HP Elitebook 8470,"['bestbuy', 88L, 'bestbuy', 101L]",2
PT43GC-03603EN1,"['amazon', 506L]",1
5666716,"['amazon', 147L]",1
"HP Elitebook 8470p: Intel Core i5 3rd Gen 3320m 2.6G / 4G DDR3 RAM / 250G HDD / WIFI / Webcam / Display port / 14"" / Windows 7 Professional","['amazon', 383L]",1
"Apple Laptop MacBook MC207LL/A Intel Core 2 Duo 2.26GHz 2 GB Memory 250 GB HDD NVIDIA GeForce 9400M 13.3"" Mac OS X v10.6 Snow Leopard","['newEgg', 2467L]",1
T400,"['amazon', 219L]",1
"Lenovo ThinkPad X1 Carbon 20FB005TUS 14\"" (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 (6th Gen) i5-6200U Dual-core (2 Core) 2.30 GHz - Business Black","['newEgg', 1165L, 'newEgg', 2297L]",2
"CHUWI Lapbook 14.1"" Laptop, Full HD(1920x1080) Display Notebook PC with 7th Gen Intel Celeron Quad Core Processor,Ultra Thin Design,4GB RAM/64GB ROM,2.4/5Ghz Wi-Fi and Windows 10 Redstone","['amazon', 113L]",1
MLL42C/A,"['bestbuy', 200L]",1
Asus Notebook K555LA-Q32B-CB 15.6inch Core i3-5005U 6GB 1TB Intel HD DVDRW Windows 10 Black Retail,"['newEgg', 589L]",1
Tor-16L1-123,"['bestbuy', 433L]",1
"Everki Versa Premium Laptop Bag - 17.3in, Black","['walmart', 214L, 'walmart', 236L]",2
P2520LA-XH51,"['newEgg', 1292L]",1
15-ax249TX,"['flipkart', 11L]",1
"Lenovo ThinkPad T430 2349GUU 14"" LED Notebook - Intel - Core i5 i5-3320M 2.6GHz - Black","['amazon', 774L]",1
K541UA-Q52STP-CB,"['bestbuy', 1428L]",1
L202SA-FD0041T,"['snapdeal', 4L, 'flipkart', 214L]",3
X540YA-BB81-CB,"['bestbuy', 21L]",1
CB3-131-C3SZ,"['amazon', 828L]",1
20F90076US,"['bestbuy', 1269L]",1
EliteBook 8470p,"['amazon', 452L, 'amazon', 476L]",2
HP 15.6 I5-7300 1TB W10 SILVR 1C,"['newEgg', 1301L]",1
80V70007US,"['source', 188L]",1
1BS88UTABL,"['bestbuy', 1295L]",1
GL62M 7RDX-218CA,"['bestbuy', 547L]",1
MLUQ2C/A,"['bestbuy', 291L]",1
i7579-10028GRY,"['bestbuy', 33L, 'bestbuy', 205L]",2
ISTR28062,"['bestbuy', 1270L]",1
ME864LL/A,"['amazon', 500L]",1
LENOVO T410,"['source', 180L]",1
MPTV2LL/A,"['bestbuy', 185L, 'amazon', 128L]",3
"MSI GT73VR Titan Pro (VR Ready) Premium 17.3'' Gaming Laptop PC ( Intel i7 Quad Core, 48GB RAM, 1TB HDD + 128GB SSD, 17.3"" G-Sync FHD 1920 x 1080 Display, NVIDIA GeForce GTX 1080, Win 10)","['newEgg', 2484L]",1
i5767-10000GRY,"['bestbuy', 58L]",1
80T7000HUS,"['source', 196L]",1
PT472C-00K00X,"['bestbuy', 1438L]",1
X9U74UT#ABA,"['amazon', 964L]",1
R518UA-RS71T,"['newEgg', 233L]",1
"Acer Aspire E5-553G-14QY 15.6"" LCD 16:9 Notebook - 1920 x 1080 - ComfyView - AMD A-Series A12-9700P Quad-core (4 Core) 2.50 GHz - 8 GB DDR4 SDRAM - 1 TB HDD - 128 GB SSD - Windows 10 Home 64-bit","['newEgg', 792L]",1
K555LA-DH51-CA,"['newEgg', 1857L]",1
C201PA-BS01,"['bestbuy', 18L, 'bestbuy', 303L]",2
THINKPAD T420,"['staples', 20L]",1
i5767-5889GRY,"['newEgg', 62L]",1
"Everki Lunar Laptop Briefcase - 18.4in, Black","['walmart', 238L]",1
X550LA-DH71,"['newEgg', 384L]",1
X556UR-SS51-CBB,"['staples', 74L]",1
AW17R4-2727SLV,"['bestbuy', 280L]",1
"ACER 15.6"" CI77700 16G 1TB WIN10","['newEgg', 669L]",1
L1161,"['snapdeal', 39L]",1
I5378-10029GRY,"['amazon', 324L]",1
16VFDELP0006,"['amazon', 239L]",1
G5-793-72AU,"['bestbuy', 91L, 'amazon', 62L]",3
Pro 4 CR5-00028,"['snapdeal', 49L]",1
HP 1KV15UA 15 Inch A6 9220 4G 1T W10H 2C,"['newEgg', 536L]",1
W0T02UTABA,"['bestbuy', 1408L]",1
"ThinkPad Laptop T Series T460 (20FN002SUS) Intel Core i5 6th Gen 6200U (2.30 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 520 14.0\"" Windows 7 Professional 64-Bit (Downgrade From Windows 10 Pro)","['newEgg', 2280L, 'newEgg', 2407L]",2
14-BA018CA,"['bestbuy', 14L]",1
FX553VD,"['flipkart', 117L]",1
MPTT2C/A,"['bestbuy', 448L]",1
X553SA-QP2-WH-CB,"['bestbuy', 876L, 'newEgg', 1050L]",3
"ASUS ROG Strix GL702VM (VR Ready) Premium 17.3'' Business and Gaming Laptop PC ( Intel i7 Quad Core, 32GB RAM, 4TB SSD, 17.3 Inch FHD (1920X1080) G-SYNC, NVIDIA GeForce 1060, Win 10 Pro)","['newEgg', 1439L]",1
TS X1 Yoga 1st Gen 8G 51,"['newEgg', 1235L]",1
"HP Laptop 250 G5 (W0S98UT#ABA) Intel Core i5 6th Gen 6200U (2.30 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 520 15.6\"" Windows 10 Pro 64-Bit","['newEgg', 709L, 'newEgg', 1154L, 'newEgg', 2006L, 'newEgg', 2076L, 'newEgg', 2316L, 'newEgg', 2417L]",2
NX.EF2AA.001,"['bestbuy', 752L]",1
NX.EF2AA.002,"['bestbuy', 1003L]",1
M5-P650RP-118,"['bestbuy', 816L]",1
"HP Bilingual Laptop 17-x100ca Intel Core i5 7200U (2.50 GHz) 8 GB Memory 1 TB HDD Intel HD Graphics 620 17.3\""  Windows 10 Home","['newEgg', 796L, 'newEgg', 1606L]",2
NX.EF2AA.009,"['bestbuy', 924L]",1
468900BLK,"['walmart', 0L]",1
S5-N150RD-95,"['bestbuy', 428L]",1
NX.GM8AA.001,"['bestbuy', 1164L]",1
"Everki Atlas 13"" - 17.3"" Laptop Backpack","['walmart', 203L]",1
Tor-16L1-122,"['bestbuy', 1197L]",1
PT583C-00S009,"['source', 103L]",1
Tor-16L1-124,"['bestbuy', 1114L]",1
DAJ-00001,"['bestbuy', 64L, 'staples', 93L, 'source', 25L]",3
250 G5 (1AS39PA),"['snapdeal', 110L, 'snapdeal', 174L]",2
14-ar003tu (1AC72PA),"['snapdeal', 91L]",1
GL753VE-DS74-HID9,"['amazon', 389L]",1
SF514-51-54T8,"['amazon', 694L]",1
14-ak050nr,"['amazon', 283L]",1
"DELL 15"" I5 7440H 8GB 500GB","['newEgg', 1138L]",1
Lenovo T420,"['bestbuy', 307L]",1
ThinkPad X230,"['bestbuy', 100L]",1
11-AD018CA,"['bestbuy', 153L]",1
"DELL Laptop XPS 13 XPS9360-7680SLV Intel Core i7 7th Gen 7560U (2.4 GHz) 16 GB Memory 1 TB PCIe SSD Intel Iris Plus Graphics 640 13.3\"" Touchscreen Windows 10 Home 64-Bit","['newEgg', 575L, 'newEgg', 662L, 'newEgg', 1007L, 'newEgg', 1415L, 'newEgg', 1726L, 'newEgg', 1738L, 'newEgg', 1753L, 'newEgg', 2089L, 'newEgg', 2204L]",2
MLW72HN/A,"['flipkart', 122L]",1
CB3-131-C5RA,"['bestbuy', 268L]",1
80VR001BUS-K,"['bestbuy', 66L]",1
Y9F95UT#ABA,"['staples', 28L]",1
Asus ROG Strix GL502VM-DS74 Gaming Laptop,"['walmart', 21L, 'walmart', 25L, 'walmart', 55L, 'walmart', 105L, 'walmart', 113L, 'walmart', 126L, 'walmart', 188L, 'walmart', 217L]",2
fk56zxy1,"['amazon', 265L]",1
UX390UA-GS046T,"['flipkart', 192L]",1
ideapad 110,"['snapdeal', 9L]",1
HP ELITE 8470P,"['staples', 77L]",1
X7V64UA#ABL,"['amazon', 585L]",1
NX.EF2AA.007,"['bestbuy', 904L]",1
X9U02UT#ABL,"['staples', 91L]",1
"Lenovo Y50 UHD Laptop 59446363( i7-4720HQ Processor, 15.6"" UHD Display (3840x2160), NVIDIA GeForce GTX 960M 2GB, 16GB memory, 1TB SSHD, Win 10 )","['newEgg', 2494L]",1
PT461C-001001,"['staples', 422L]",1
"HP ZBook 17 G3 17.3"" (In-plane Switching (IPS) Technology) Mobile Workstation - Intel Core i7 i7-6820HQ Quad-core (4 Core) 2.70 GHz","['newEgg', 686L]",1
PT365C-05P033,"['bestbuy', 1549L]",1
i5378-2885GRY,"['amazon', 42L]",1
MQD32HN/A,"['flipkart', 8L]",1
15-BW016CA,"['source', 2L]",1
MNQF2HN/A,"['flipkart', 153L, 'flipkart', 212L]",2
80TV005BIH,"['snapdeal', 51L]",1
14-ar004tu,"['snapdeal', 32L]",1
VX5-591G-75RM,"['amazon', 742L]",1
13-ab070TU,"['flipkart', 9L]",1
MLH72LL/A,"['newEgg', 1175L]",1
"HP Elitebook 8440P,I5 540M 2.53GHZ, DDR3 4GB,500GB HDD,14.0W,DVD, Win10 Pro","['amazon', 367L]",1
W0T08UT#ABA,"['newEgg', 658L]",1
"HP OMEN 15 15.6'' UHD 4K Gaming and Business Laptop (Intel i7 Quad Core, 2TB HDD + 128GB SSD, 15.6 inch UHD 3840 x 2160, 16GB RAM, GeForce GTX 1050 Ti , Win 10)","['newEgg', 1378L]",1
"HP OMEN 15 UHD 4K Gaming Laptop (Intel i7 Quad Core, 4TB SSD, 15.6 inch UHD 3840 x 2160, 16GB RAM, GeForce GTX 960M, Win 10)","['newEgg', 2506L]",1
15-CC018CA,"['bestbuy', 7L]",1
NX.VDSAA.006,"['bestbuy', 946L]",1
NX.VDSAA.001,"['bestbuy', 1628L]",1
